1,benXeCuChi,benXeAnSuong,2016-09-16 05:45:43,2016-09-16 06:27:54,2531,42:11
2,benXeAnSuong,benXeCuChi,2016-09-16 06:41:59,2016-09-16 07:25:46,2627,43:47
3,benXeCuChi,benXeAnSuong,2016-09-16 07:34:21,2016-09-16 08:17:34,2593,43:13
4,benXeAnSuong,benXeCuChi,2016-09-16 08:26:33,2016-09-16 09:12:38,2765,46:05
5,benXeCuChi,benXeAnSuong,2016-09-16 09:52:31,2016-09-16 10:32:33,2402,40:02
6,benXeAnSuong,benXeCuChi,2016-09-16 10:47:02,2016-09-16 11:28:56,2514,41:54
7,benXeCuChi,benXeAnSuong,2016-09-16 15:36:05,2016-09-16 16:19:19,2594,43:14
8,benXeAnSuong,benXeCuChi,2016-09-16 16:31:53,2016-09-16 17:15:39,2626,43:46
9,benXeCuChi,benXeAnSuong,2016-09-16 17:40:04,2016-09-16 18:24:41,2677,44:37
10,benXeAnSuong,benXeCuChi,2016-09-16 18:38:05,2016-09-16 19:18:53,2448,40:48
11,benXeCuChi,benXeAnSuong,2016-09-16 20:01:42,2016-09-16 20:31:55,1813,30:13
12,benXeAnSuong,benXeCuChi,2016-09-16 21:00:38,2016-09-16 21:29:05,1707,28:27
