19,34,41,16,1,lateTime,0.839811262772558
24,37,47,12,0,lateTime,0.645213342104668
13,30,60,9,0,lateTime,0.956048124887834
27,22,44,19,0,lateTime,0.663107793066056
19,33,52,9,0,lateTime,0.857862255818767
22,31,37,21,0,lateTime,0.66137918331625
31,26,40,13,1,lateTime,0.593651485586032
25,31,41,15,0,lateTime,0.693243282204439
23,40,31,17,1,lateTime,0.563946352465216
24,27,47,14,0,lateTime,0.809346125876835
20,26,52,12,0,lateTime,0.926660526069996
26,31,29,23,2,lateTime,0.62220590244979
31,23,43,16,0,lateTime,0.613563710089092
36,24,25,16,6,onTime,0.291143171211406
19,30,37,27,0,lateTime,0.782018683819462
23,34,22,23,0,onTime,0.462938246287487
13,30,60,9,0,lateTime,0.956048124887834
23,28,48,12,0,lateTime,0.841048387261536
21,40,47,9,0,lateTime,0.667568914736026
25,30,31,26,1,lateTime,0.550284560551346
25,31,41,15,0,lateTime,0.693243282204439
20,34,43,14,0,lateTime,0.829742875003509
21,38,44,13,0,lateTime,0.764097890429198
25,34,37,8,7,lateTime,0.555793064161193
27,26,33,22,3,lateTime,0.723150675457339
18,36,47,13,0,lateTime,0.87774535805154
20,38,34,20,0,lateTime,0.625713625334103
29,26,42,16,1,lateTime,0.602504272392934
20,26,52,12,0,lateTime,0.926660526069996
24,29,41,16,1,lateTime,0.758174017995704
24,31,45,12,0,lateTime,0.760021675231651
23,30,44,15,0,lateTime,0.809102556309718
13,31,68,3,0,lateTime,0.882496024826019
21,42,36,13,1,lateTime,0.621148813952554
24,25,47,19,0,lateTime,0.744975290668225
16,44,46,5,0,lateTime,0.64069694566203
23,26,49,18,2,lateTime,0.905400386598828
20,36,52,8,0,lateTime,0.761740570575334
27,22,44,19,0,lateTime,0.663107793066056
6,52,57,6,0,lateTime,0.815420541074485
19,30,37,27,0,lateTime,0.782018683819462
22,31,37,21,0,lateTime,0.66137918331625
18,38,40,15,0,lateTime,0.840390779899699
22,8,26,34,0,onTime,0.490296798071227
29,22,41,22,1,lateTime,0.512498313814264
